"filename", "language", "C++", "Dart", "Markdown", "YAML", "Python", "PowerShell", "Swift", "JSON", "XML", "HTML", "Kotlinscript", "Java Properties", "Kotlin", "comment", "blank", "total"
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\devtools_options.yaml", "YAML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\flutter_launcher_icons.yaml", "YAML", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 36
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\ios\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 4, 13
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 1, 1, 38
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 1, 1, 27
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\ios\Runner\Runner-Bridging-Header.h", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\data\dbManagers\data_migration_helper.dart", "Dart", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 25, 196
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\data\dbManagers\database_helper.dart", "Dart", 0, 693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 89, 848
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\data\dbManagers\db_app_manager.dart", "Dart", 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 39, 283
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\data\dbManagers\db_museum_activity_manager.dart", "Dart", 0, 580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 76, 711
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\data\dbManagers\db_user_manager.dart", "Dart", 0, 447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 78, 583
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\data\services\badge_service.dart", "Dart", 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 42, 316
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\data\services\chat_service.dart", "Dart", 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 136
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\data\services\ticket_service.dart", "Dart", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 122
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\data\services\user_session_manager.dart", "Dart", 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 32, 265
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\main.dart", "Dart", 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 39, 285
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\cart\cart_item_model.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 27
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\cart\cart_model.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 50
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\community\chat\all.dart", "Dart", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\community\chat\community_chat_message_model.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 27
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\community\chat\community_chat_model.dart", "Dart", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 15
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\database\activity_details.dart", "Dart", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 84
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\database\cart.dart", "Dart", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 60
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\database\cart_item.dart", "Dart", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 78
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\database\db_manager.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 16
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\database\museum_activity.dart", "Dart", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 84
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\database\payment.dart", "Dart", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 78
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\database\tableManagers\museum_activity_table_manager.dart", "Dart", 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 164
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\database\tableManagers\table_manager.dart", "Dart", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 10, 63
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\database\tableManagers\user_table_manager.dart", "Dart", 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 27, 251
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\database\user.dart", "Dart", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\base_entity_model.dart", "Dart", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 19
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\details_model.dart", "Dart", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 108
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\money\money_extensions.dart", "Dart", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 31
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\money\payment\payment_model.dart", "Dart", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 69
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\money\payment\payment_status.dart", "Dart", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 8
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\people\museum_visitor_details_model.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 22
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\people\phoneContact\phone_contact_model.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 27
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\people\phoneContact\phone_country_code_model.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 11
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\people\staff\staff_member_model.dart", "Dart", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 24
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\people\staff\staff_roles.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 8
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\people\user_model.dart", "Dart", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 36
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\generic\supported_language_model.dart", "Dart", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 72
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\items\book\book_genre_model.dart", "Dart", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 21
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\items\book\book_model.dart", "Dart", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 34
"c:\Users\Emanuele\Progetti\LearningByProject\MUFANT-app\app\lib\model\items\coupon_model.dart", "Dart", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 33
